id,volume,rel_path,src,score,signals
lni13/21_QualProcandKnowlManag,lni13,lni13/21_QualProcandKnowlManag.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni13\21_QualProcandKnowlManag.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni294/paper4_05,lni294,lni294/paper4_05.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni294\paper4_05.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni326/rsflab_03,lni326,lni326/rsflab_03.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni326\rsflab_03.pdf,9.0,"{""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni194/307,lni194,lni194/307.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni194\307.pdf,6.0,"{""availability"": 1, ""source_vocab"": 1}"
lni377/A1-57,lni377,lni377/A1-57.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni377\A1-57.pdf,10.0,"{""repo_url"": 1, ""availability"": 1, ""artifact_vocab"": 1}"
lni357/AKWI2024_08,lni357,lni357/AKWI2024_08.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni357\AKWI2024_08.pdf,2.0,"{""source_vocab"": 1}"
lni337/03_03_01_Kohn,lni337,lni337/03_03_01_Kohn.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni337\03_03_01_Kohn.pdf,14.0,"{""repo_url"": 1, ""source_vocab"": 3, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni163/97,lni163,lni163/97.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni163\97.pdf,6.0,"{""source_vocab"": 2, ""artifact_vocab"": 2}"
lni154/cd-4093,lni154,lni154/cd-4093.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\cd-4093.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni105/205,lni105,lni105/205.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni105\205.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni175/837,lni175,lni175/837.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni175\837.pdf,2.0,"{""artifact_vocab"": 2}"
lni28/GI-Proceedings.28-100,lni28,lni28/GI-Proceedings.28-100.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni28\GI-Proceedings.28-100.pdf,3.0,"{""source_vocab"": 1, ""artifact_vocab"": 1}"
lni49/GI.Proceedings.49-35,lni49,lni49/GI.Proceedings.49-35.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni49\GI.Proceedings.49-35.pdf,1.0,"{""artifact_vocab"": 1}"
lni125/97,lni125,lni125/97.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni125\97.pdf,0.0,{}
lni220/364,lni220,lni220/364.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni220\364.pdf,19.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni326/rut_02,lni326,lni326/rut_02.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni326\rut_02.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni154/cd-1276,lni154,lni154/cd-1276.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\cd-1276.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni341/3,lni341,lni341/3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni341\3.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni287/GIL_2019_Hauer_071-076,lni287,lni287/GIL_2019_Hauer_071-076.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni287\GIL_2019_Hauer_071-076.pdf,8.0,"{""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni175/689,lni175,lni175/689.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni175\689.pdf,1.0,"{""artifact_vocab"": 1}"
lni332/0_SE23-Proceedings-final,lni332,lni332/0_SE23-Proceedings-final.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni332\0_SE23-Proceedings-final.pdf,38.0,"{""repo_url"": 3, ""availability"": 2, ""license"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
313/C3-07,313,313/C3-07.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\313\C3-07.pdf,2.0,"{""source_vocab"": 1}"
lni357/AKWI2024_02,lni357,lni357/AKWI2024_02.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni357\AKWI2024_02.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 3}"
lni362/EMISA2025_16,lni362,lni362/EMISA2025_16.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni362\EMISA2025_16.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni134/885,lni134,lni134/885.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni134\885.pdf,3.0,"{""artifact_vocab"": 3}"
lni220/143,lni220,lni220/143.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni220\143.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni154/434,lni154,lni154/434.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\434.pdf,0.0,{}
lni84/GI-Proceedings-84-1,lni84,lni84/GI-Proceedings-84-1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni84\GI-Proceedings-84-1.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni295/paper12_00,lni295,lni295/paper12_00.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni295\paper12_00.pdf,0.0,{}
lni112/307,lni112,lni112/307.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni112\307.pdf,6.0,"{""source_vocab"": 1, ""artifact_vocab"": 2, ""prog_lang"": 2}"
lni175/515,lni175,lni175/515.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni175\515.pdf,13.0,"{""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3}"
lni49/GI.Proceedings.49-27,lni49,lni49/GI.Proceedings.49-27.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni49\GI.Proceedings.49-27.pdf,1.0,"{""artifact_vocab"": 1}"
lni26/GI-Proceedings.26-22,lni26,lni26/GI-Proceedings.26-22.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni26\GI-Proceedings.26-22.pdf,19.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni37/GI-Proceedings.37-30,lni37,lni37/GI-Proceedings.37-30.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni37\GI-Proceedings.37-30.pdf,3.0,"{""source_vocab"": 1, ""artifact_vocab"": 1}"
lni337/06_02_06_Wegner,lni337,lni337/06_02_06_Wegner.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni337\06_02_06_Wegner.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni94/GI-Proceedings-94-35,lni94,lni94/GI-Proceedings-94-35.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni94\GI-Proceedings-94-35.pdf,0.0,{}
lni314/A1-1,lni314,lni314/A1-1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni314\A1-1.pdf,4.0,"{""source_vocab"": 2}"
lni8/15,lni8,lni8/15.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni8\15.pdf,1.0,"{""artifact_vocab"": 1}"
lni62/GI-Proceedings.62-7,lni62,lni62/GI-Proceedings.62-7.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni62\GI-Proceedings.62-7.pdf,16.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni320/A1-3,lni320,lni320/A1-3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni320\A1-3.pdf,19.0,"{""repo_url"": 1, ""availability"": 2, ""package_manager"": 1, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni35/GI-Proceedings.35-5,lni35,lni35/GI-Proceedings.35-5.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni35\GI-Proceedings.35-5.pdf,2.0,"{""source_vocab"": 1}"
lni292/12,lni292,lni292/12.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni292\12.pdf,1.0,"{""artifact_vocab"": 1}"
lni41/GI-Proceedings.41-10,lni41,lni41/GI-Proceedings.41-10.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni41\GI-Proceedings.41-10.pdf,2.0,"{""artifact_vocab"": 2}"
lni305/proceedings-02,lni305,lni305/proceedings-02.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni305\proceedings-02.pdf,6.0,"{""source_vocab"": 2, ""artifact_vocab"": 2}"
lni65/GI-Proceedings.65-12,lni65,lni65/GI-Proceedings.65-12.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni65\GI-Proceedings.65-12.pdf,7.0,"{""source_vocab"": 1, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni355/LNI_023,lni355,lni355/LNI_023.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni355\LNI_023.pdf,17.0,"{""repo_url"": 1, ""availability"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni28/GI-Proceedings.28-83,lni28,lni28/GI-Proceedings.28-83.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni28\GI-Proceedings.28-83.pdf,0.0,{}
lni176/321,lni176,lni176/321.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni176\321.pdf,14.0,"{""repo_url"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3}"
lni175/749,lni175,lni175/749.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni175\749.pdf,15.0,"{""availability"": 2, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni328/EnviroInfo2022_ShortPaper_43,lni328,lni328/EnviroInfo2022_ShortPaper_43.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni328\EnviroInfo2022_ShortPaper_43.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 3}"
lni361/BTW2025-16,lni361,lni361/BTW2025-16.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni361\BTW2025-16.pdf,19.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni296/BIOSIG_2019_paper_15_update2,lni296,lni296/BIOSIG_2019_paper_15_update2.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni296\BIOSIG_2019_paper_15_update2.pdf,3.0,"{""artifact_vocab"": 2, ""prog_lang"": 1}"
lni326/itgsim_03,lni326,lni326/itgsim_03.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni326\itgsim_03.pdf,3.0,"{""artifact_vocab"": 3}"
lni181/45,lni181,lni181/45.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni181\45.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni127/233,lni127,lni127/233.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni127\233.pdf,8.0,"{""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni184/59,lni184,lni184/59.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni184\59.pdf,19.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni180/494,lni180,lni180/494.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni180\494.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni192/66,lni192,lni192/66.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni192\66.pdf,1.0,"{""artifact_vocab"": 1}"
lni300/B4-03,lni300,lni300/B4-03.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni300\B4-03.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni148/135,lni148,lni148/135.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni148\135.pdf,6.0,"{""source_vocab"": 1, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni167/269,lni167,lni167/269.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni167\269.pdf,3.0,"{""source_vocab"": 1, ""artifact_vocab"": 1}"
lni34/GI-Proceedings.34-64,lni34,lni34/GI-Proceedings.34-64.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni34\GI-Proceedings.34-64.pdf,4.0,"{""artifact_vocab"": 3, ""prog_lang"": 1}"
lni344/GIL_2024_Linseisen_323-328,lni344,lni344/GIL_2024_Linseisen_323-328.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni344\GIL_2024_Linseisen_323-328.pdf,1.0,"{""artifact_vocab"": 1}"
lni121/291,lni121,lni121/291.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni121\291.pdf,3.0,"{""artifact_vocab"": 3}"
lni219/35,lni219,lni219/35.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni219\35.pdf,0.0,{}
lni301/C1-5,lni301,lni301/C1-5.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni301\C1-5.pdf,8.0,"{""repo_url"": 1, ""source_vocab"": 1, ""artifact_vocab"": 1}"
lni220/1634,lni220,lni220/1634.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni220\1634.pdf,17.0,"{""availability"": 2, ""source_vocab"": 2, ""artifact_vocab"": 2, ""prog_lang"": 3}"
lni156/62,lni156,lni156/62.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni156\62.pdf,3.0,"{""artifact_vocab"": 3}"
lni220/2269,lni220,lni220/2269.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni220\2269.pdf,18.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3}"
lni67/GI-Proceedings.67-8,lni67,lni67/GI-Proceedings.67-8.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni67\GI-Proceedings.67-8.pdf,6.0,"{""source_vocab"": 2, ""artifact_vocab"": 1, ""prog_lang"": 1}"
lni314/X1-5,lni314,lni314/X1-5.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni314\X1-5.pdf,6.0,"{""source_vocab"": 2, ""artifact_vocab"": 2}"
lni340/PVM2023_15,lni340,lni340/PVM2023_15.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni340\PVM2023_15.pdf,1.0,"{""artifact_vocab"": 1}"
lni50/GI-Proceedings.50-44,lni50,lni50/GI-Proceedings.50-44.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni50\GI-Proceedings.50-44.pdf,0.0,{}
lni361/BTW2025-07,lni361,lni361/BTW2025-07.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni361\BTW2025-07.pdf,23.0,"{""repo_url"": 1, ""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni210/69,lni210,lni210/69.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni210\69.pdf,10.0,"{""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
316/DELFI_2021_97-108,316,316/DELFI_2021_97-108.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\316\DELFI_2021_97-108.pdf,11.0,"{""repo_url"": 1, ""source_vocab"": 2, ""artifact_vocab"": 2}"
lni200/63,lni200,lni200/63.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni200\63.pdf,15.0,"{""availability"": 2, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni358/GIL_2025_Huhn_255-260,lni358,lni358/GIL_2025_Huhn_255-260.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni358\GIL_2025_Huhn_255-260.pdf,0.0,{}
lni50/GI-Proceedings.50-38,lni50,lni50/GI-Proceedings.50-38.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni50\GI-Proceedings.50-38.pdf,1.0,"{""artifact_vocab"": 1}"
lni81/GI-Proceedings-81-1,lni81,lni81/GI-Proceedings-81-1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni81\GI-Proceedings-81-1.pdf,0.0,{}
lni220/621,lni220,lni220/621.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni220\621.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni356/Felix-Meinhardt,lni356,lni356/Felix-Meinhardt.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni356\Felix-Meinhardt.pdf,18.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3}"
lni304/EMISA_2019_02_Proper,lni304,lni304/EMISA_2019_02_Proper.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni304\EMISA_2019_02_Proper.pdf,4.0,"{""artifact_vocab"": 3, ""prog_lang"": 1}"
lni316/DELFI_2021_353-354,lni316,lni316/DELFI_2021_353-354.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni316\DELFI_2021_353-354.pdf,2.0,"{""artifact_vocab"": 2}"
lni160/27,lni160,lni160/27.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni160\27.pdf,8.0,"{""source_vocab"": 3, ""artifact_vocab"": 1, ""prog_lang"": 1}"
lni160/209,lni160,lni160/209.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni160\209.pdf,11.0,"{""availability"": 2, ""artifact_vocab"": 3}"
lni223/163,lni223,lni223/163.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni223\163.pdf,1.0,"{""artifact_vocab"": 1}"
lni106/71,lni106,lni106/71.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni106\71.pdf,0.0,{}
lni194/303,lni194,lni194/303.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni194\303.pdf,4.0,"{""availability"": 1}"
lni337/02_05_02_Iovine,lni337,lni337/02_05_02_Iovine.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni337\02_05_02_Iovine.pdf,13.0,"{""repo_url"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni217/77,lni217,lni217/77.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni217\77.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni154/cd-0639,lni154,lni154/cd-0639.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\cd-0639.pdf,19.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni279/A2-14,lni279,lni279/A2-14.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni279\A2-14.pdf,9.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 3}"
lni144/612,lni144,lni144/612.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni144\612.pdf,4.0,"{""artifact_vocab"": 3, ""prog_lang"": 1}"
lni324/03,lni324,lni324/03.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni324\03.pdf,23.0,"{""repo_url"": 1, ""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni106/177,lni106,lni106/177.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni106\177.pdf,19.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni213/287,lni213,lni213/287.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni213\287.pdf,12.0,"{""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni308/331 DELFI2020_paper_26,lni308,lni308/331 DELFI2020_paper_26.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni308\331 DELFI2020_paper_26.pdf,13.0,"{""repo_url"": 1, ""source_vocab"": 3, ""artifact_vocab"": 2}"
lni106/255,lni106,lni106/255.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni106\255.pdf,0.0,{}
lni330/GIL_2023_Krause_381-386,lni330,lni330/GIL_2023_Krause_381-386.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni330\GIL_2023_Krause_381-386.pdf,0.0,{}
lni147/gi-proc-147-001,lni147,lni147/gi-proc-147-001.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni147\gi-proc-147-001.pdf,11.0,"{""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni27/GI-Proceedings.27-8,lni27,lni27/GI-Proceedings.27-8.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni27\GI-Proceedings.27-8.pdf,6.0,"{""source_vocab"": 1, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni112/217,lni112,lni112/217.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni112\217.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 1, ""prog_lang"": 2}"
lni21/GI-Proceedings.21-7,lni21,lni21/GI-Proceedings.21-7.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni21\GI-Proceedings.21-7.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni158/lni-p-158-komplett,lni158,lni158/lni-p-158-komplett.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni158\lni-p-158-komplett.pdf,18.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni192/267,lni192,lni192/267.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni192\267.pdf,2.0,"{""source_vocab"": 1}"
lni360/B1-3,lni360,lni360/B1-3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni360\B1-3.pdf,5.0,"{""source_vocab"": 2, ""artifact_vocab"": 1}"
lni21/GI-Proceedings.21-10,lni21,lni21/GI-Proceedings.21-10.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni21\GI-Proceedings.21-10.pdf,1.0,"{""prog_lang"": 1}"
lni358/GIL_2025_Hussaini_59-70,lni358,lni358/GIL_2025_Hussaini_59-70.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni358\GIL_2025_Hussaini_59-70.pdf,20.0,"{""repo_url"": 1, ""availability"": 2, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni42/GI-Proceedings.42-14,lni42,lni42/GI-Proceedings.42-14.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni42\GI-Proceedings.42-14.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni175/45,lni175,lni175/45.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni175\45.pdf,9.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni128/127,lni128,lni128/127.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni128\127.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni102/57,lni102,lni102/57.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni102\57.pdf,11.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni300/B10-01,lni300,lni300/B10-01.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni300\B10-01.pdf,6.0,"{""repo_url"": 1, ""artifact_vocab"": 1}"
Modellierung_2022_WS/prefaceToolsDemos,Modellierung_2022_WS,Modellierung_2022_WS/prefaceToolsDemos.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\Modellierung_2022_WS\prefaceToolsDemos.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni20/GI-Proceedings.20-14,lni20,lni20/GI-Proceedings.20-14.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni20\GI-Proceedings.20-14.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 3}"
lni331/B6-4,lni331,lni331/B6-4.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni331\B6-4.pdf,3.0,"{""artifact_vocab"": 3}"
lni366/Golz_and_Winkler,lni366,lni366/Golz_and_Winkler.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni366\Golz_and_Winkler.pdf,6.0,"{""availability"": 1, ""artifact_vocab"": 2}"
lni331/B3-1,lni331,lni331/B3-1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni331\B3-1.pdf,8.0,"{""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni358/GIL_2025_Waldau_189-200,lni358,lni358/GIL_2025_Waldau_189-200.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni358\GIL_2025_Waldau_189-200.pdf,6.0,"{""source_vocab"": 1, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni8/21,lni8,lni8/21.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni8\21.pdf,8.0,"{""source_vocab"": 2, ""artifact_vocab"": 1, ""prog_lang"": 3}"
lni154/cd-3715,lni154,lni154/cd-3715.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\cd-3715.pdf,9.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 3}"
lni103/132,lni103,lni103/132.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni103\132.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni154/488,lni154,lni154/488.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\488.pdf,0.0,{}
lni144/297,lni144,lni144/297.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni144\297.pdf,12.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni337/GI_P_337_Online,lni337,lni337/GI_P_337_Online.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni337\GI_P_337_Online.pdf,33.0,"{""repo_url"": 2, ""availability"": 2, ""license"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni308/363 DELFI2020_paper_52,lni308,lni308/363 DELFI2020_paper_52.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni308\363 DELFI2020_paper_52.pdf,1.0,"{""artifact_vocab"": 1}"
lni160/537,lni160,lni160/537.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni160\537.pdf,8.0,"{""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni343/security3,lni343,lni343/security3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni343\security3.pdf,14.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 3}"
lni361/BTW2025-52,lni361,lni361/BTW2025-52.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni361\BTW2025-52.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 1, ""prog_lang"": 2}"
